,Time,USD exchange rate,EUR exchange rate
1954,5.0,4945.441202180235,5097.431881752535
1955,6.0,4696.090625808736,4820.253155894174
1956,7.0,4649.1052483889935,4718.914095837968
1957,8.0,4385.083585961419,4501.048748828678
1958,9.0,4397.032031950656,4473.537108361328
1959,10.0,4602.648370168249,4572.969202394327
1960,11.0,4366.644407370237,4394.863863460942
1961,12.0,4484.208138650527,4464.342998719518
1962,13.0,4388.784995630578,4365.299198120323
1963,14.0,4393.119302519108,4330.862903073785
1964,15.0,4483.326777743068,4424.915825494791
1965,1.0,4600.0,4500.0
1966,2.0,4666.761913790502,4569.616146825669
1967,3.0,5038.032534067935,4817.2234255053045
1968,4.0,5404.839152741344,5116.684353752539
1969,5.0,5607.983726577368,5332.720745475062
1970,6.0,5682.93029231984,5325.416351939438
1971,7.0,5828.140721911048,5495.411943828722
1972,8.0,6039.465107415851,5534.160641928051
1973,9.0,6046.364244632138,5658.041317991222
1974,10.0,6173.125614760929,5724.792925702639
1975,11.0,6314.586929141061,5890.974039402759
1976,12.0,6287.597364878384,5917.746772051035
1977,13.0,6140.726249244549,5832.671122061234
1978,14.0,6569.895205085356,5996.03195548304
1979,15.0,6846.569346477214,6201.789756164849
1980,1.0,4600.0,4500.0
1981,2.0,4789.419581929381,4575.821550839242
1982,3.0,4776.5540905097205,4557.888306160979
1983,4.0,4547.776838587142,4351.223299470978
1984,5.0,4416.179971706612,4236.309445749857
1985,6.0,4449.9861687125795,4367.150163942857
1986,7.0,4446.031969049547,4378.504860875542
1987,8.0,4339.5817729303935,4318.428890158758
1988,9.0,4419.450420159103,4395.79564114119
1989,10.0,4804.634722481295,4805.216275099149
1990,11.0,4698.416814560968,4734.741204743958
1991,12.0,4828.909207872919,4832.043002140075
1992,13.0,4864.33154070867,4899.66872984106
1993,14.0,4994.7806723855365,4976.40276402454
1994,15.0,4836.027860593898,4777.306890148446
1995,1.0,4600.0,4500.0
1996,2.0,4573.437345642562,4530.219456586652
1997,3.0,4597.704443892372,4615.068356803582
1998,4.0,4697.184713633172,4706.512668193577
1999,5.0,4946.804790141424,4850.826494960321
2000,6.0,4835.495974455373,4775.5351665138605
2001,7.0,4892.080427350699,4851.501821124107
2002,8.0,4783.888995061004,4733.832271635039
2003,9.0,5118.255338248768,5123.46205958039
2004,10.0,4922.087623208154,5023.826408202097
2005,11.0,4802.406707085964,5017.656318058471
2006,12.0,4986.846290207938,5166.501596339961
2007,13.0,4999.317629466973,5203.56772885052
2008,14.0,5082.406110854733,5429.276199357426
2009,15.0,5301.153249059395,5580.742664309946
2010,1.0,4600.0,4500.0
2011,2.0,4864.1662238727395,4747.223383455979
2012,3.0,5064.075250921938,4859.894772436707
2013,4.0,5246.635271801878,5121.5492163054605
2014,5.0,5424.23738478683,5292.4807889445765
2015,6.0,5539.472739530936,5316.485173364015
2016,7.0,5868.876904815149,5543.388385636462
2017,8.0,5777.933529136311,5486.343081269536
2018,9.0,5905.609069839221,5649.272056597814
2019,10.0,6231.775890246928,5853.992673264215
2020,11.0,6564.629625392745,6083.272546294733
2021,12.0,6184.785541648364,5842.077069245545
2022,13.0,6380.0812297635775,5938.575242390099
2023,14.0,6412.395840273975,5856.0805276628535
2024,15.0,6528.835831295578,5974.065472628065
2025,1.0,4600.0,4500.0
2026,2.0,4711.608629821682,4514.792718100132
2027,3.0,4721.157894864558,4593.200183911216
2028,4.0,4671.539221766311,4632.768043739126
2029,5.0,4946.124660304026,4852.897622885087
2030,6.0,4983.150311793947,4824.695137718833
2031,7.0,5081.281296633962,4895.637899603205
2032,8.0,5181.802311769907,5047.707598750516
2033,9.0,5433.7254885282,5227.458155929236
2034,10.0,5187.243413596073,5087.55688537965
2035,11.0,5463.445463717582,5250.045904964719
2036,12.0,5728.231182504949,5544.85073630991
2037,13.0,5790.563950307238,5676.026316874497
2038,14.0,5647.516814407342,5639.85060235807
2039,15.0,5275.2162100838295,5315.382034538212
2040,1.0,4600.0,4500.0
2041,2.0,4651.812736346126,4664.897284630443
2042,3.0,4505.757221683386,4536.976723904619
2043,4.0,4700.042827071646,4817.371459537718
2044,5.0,4530.76829447176,4802.6372514114
2045,6.0,4766.4160214465965,5116.4012893843765
2046,7.0,4655.974817760413,4881.795367199827
2047,8.0,4327.7865765561,4569.768254936394
2048,9.0,4222.402556203635,4393.798556724884
2049,10.0,4181.0227241387865,4354.492239103833
2050,11.0,4074.848869454723,4207.189709885466
2051,12.0,4123.056597718143,4290.05523953339
2052,13.0,4182.651499543275,4325.79585827836
2053,14.0,4046.557720981715,4303.302574390113
2054,15.0,4079.4507933666437,4300.156099392455
2055,1.0,4600.0,4500.0
2056,2.0,4548.812917368911,4558.269722737224
2057,3.0,4502.127177426432,4431.135718697515
2058,4.0,4448.424141977405,4491.113543971505
2059,5.0,3818.991698500251,3939.413861750051
2060,6.0,3777.723936846264,4012.2564588010277
2061,7.0,3819.098776421252,4164.38728037592
2062,8.0,3776.608159298748,4235.009004659582
2063,9.0,3720.461008078031,4122.749070584196
2064,10.0,3732.8239748153032,4199.908427886328
2065,11.0,3890.1429325458625,4364.579272167062
2066,12.0,3969.975526128468,4390.706585125542
2067,13.0,4060.71485537469,4514.634517486582
2068,14.0,3889.1911887020983,4370.243861705045
2069,15.0,3984.4080429985443,4375.710294807328
2070,1.0,4600.0,4500.0
2071,2.0,4567.258007196639,4589.8095826535955
2072,3.0,4605.554535880973,4659.991310809295
2073,4.0,4650.561311580112,4759.110052549021
2074,5.0,4416.49855219598,4568.823790067896
2075,6.0,4398.5273090321,4552.907663525938
2076,7.0,4233.04913098536,4431.965636984339
2077,8.0,4163.899701839711,4379.926081520015
2078,9.0,4123.291603268399,4443.1171147341365
2079,10.0,4425.047901682197,4649.861440338171
2080,11.0,4506.963356529804,4669.461645970712
2081,12.0,4499.955506907351,4800.44736453879
2082,13.0,4421.489075410567,4860.666981166629
2083,14.0,4575.631195358247,5064.722347147559
2084,15.0,4630.170012531506,5176.174695437683
2085,1.0,4600.0,4500.0
2086,2.0,4631.530654330518,4513.534362781159
2087,3.0,4509.267499190288,4482.839858257788
2088,4.0,4781.834957027029,4683.009377297328
2089,5.0,4735.506039198217,4682.327543067448
2090,6.0,4580.0807800446155,4589.059288533921
2091,7.0,4598.2543237869,4394.263435921751
2092,8.0,4847.964171330954,4652.385091045698
2093,9.0,4871.512355787743,4578.942362555768
2094,10.0,4951.972646902649,4677.618218692421
2095,11.0,4943.43781055316,4720.644230058012
2096,12.0,5122.361749721399,4883.148915889968
2097,13.0,5196.68979824646,5041.618072264439
2098,14.0,5127.911355548201,5108.82706895258
2099,15.0,5116.027220752615,5084.019300221063
2100,1.0,4600.0,4500.0
2101,2.0,4526.846688453214,4474.630258911389
2102,3.0,4664.670555283669,4522.441998845622
2103,4.0,4701.361314956264,4612.994359415852
2104,5.0,5036.94778858391,4804.85879441466
2105,6.0,4603.019150817119,4432.476003328137
2106,7.0,4658.447391448432,4448.203305919271
2107,8.0,4626.285595455114,4492.738382273775
2108,9.0,4843.00335254884,4636.102512287714
2109,10.0,4240.334175877013,4308.723435020506
2110,11.0,4342.342057748038,4423.313545877173
2111,12.0,4218.170028456689,4468.711250337848
2112,13.0,3938.316967163341,4176.145549627232
2113,14.0,3870.0383854324828,3950.590433002844
2114,15.0,3953.891637738441,3992.2518461014633
2115,1.0,4600.0,4500.0
2116,2.0,4988.6622239661965,4783.516463949168
2117,3.0,4993.3632442846065,4859.682013323555
2118,4.0,4942.083447485179,4713.653691972217
2119,5.0,5192.575791660628,4912.588690553159
2120,6.0,5254.543424766936,4985.889057325596
2121,7.0,5133.6425808063905,5002.934500979023
2122,8.0,4921.375738930148,4882.223810423109
2123,9.0,5002.003314248147,4948.574190930318
2124,10.0,4950.215975527319,4786.54173203307
2125,11.0,4937.348568989138,4953.2206490394165
2126,12.0,5107.4199546135915,5059.698631816427
2127,13.0,5078.255612105494,5101.668390486057
2128,14.0,5217.024476533285,5258.484159368653
2129,15.0,5370.007993604982,5468.932828958744
2130,1.0,4600.0,4500.0
2131,2.0,4483.1000890406885,4401.473569487056
2132,3.0,4429.956342938757,4524.131434313431
2133,4.0,4867.927080224099,4841.764521014844
2134,5.0,4921.8455352044175,4785.22240110776
2135,6.0,5002.8228475626765,4793.914001889742
2136,7.0,4887.127389468713,4717.181212971773
2137,8.0,5122.631325761237,4829.379344712314
2138,9.0,5179.5421997363965,4835.967006392113
2139,10.0,4811.561519107941,4615.502489910822
2140,11.0,4848.299482424221,4666.128654028458
2141,12.0,5132.192666150033,4882.474732356178
2142,13.0,5136.705671350487,4861.035703733968
2143,14.0,5233.710123240132,5016.792722573276
2144,15.0,5313.598963208465,5047.095315737627
2145,1.0,4600.0,4500.0
2146,2.0,4184.134272032234,4304.766524497242
2147,3.0,4156.367783164246,4320.841161204184
2148,4.0,4429.0825089999125,4505.452676843177
2149,5.0,4502.708600746131,4608.61410400663
2150,6.0,4517.183424420089,4727.330409163998
2151,7.0,4359.562018974761,4626.552660238419
2152,8.0,4164.890547450648,4564.188580728118
2153,9.0,3961.3073003200047,4489.168023093496
2154,10.0,4304.326085403683,4716.02653868809
2155,11.0,4511.974482387156,5056.103089859822
2156,12.0,4380.58279328199,4884.347405247802
2157,13.0,4457.726101976733,5091.059742577543
2158,14.0,4885.534174544359,5460.866342917807
2159,15.0,4700.543586092723,5281.097715746051
2160,1.0,4600.0,4500.0
2161,2.0,4674.486185428459,4513.0084107938455
2162,3.0,4425.798343162333,4326.343922369485
2163,4.0,4405.242557496827,4328.998777921186
2164,5.0,4258.748806333234,4181.782877211338
2165,6.0,4329.627646462586,4228.036010545088
2166,7.0,4455.181914272667,4425.312224465394
2167,8.0,4606.218860097323,4588.921186808748
2168,9.0,4705.550490108916,4619.234792677684
2169,10.0,4395.580355192015,4490.97734971855
2170,11.0,4560.2952056564245,4651.083057984265
2171,12.0,4689.56943074183,4849.928012964453
2172,13.0,4583.640930626535,4843.395724864358
2173,14.0,4501.591422599864,4751.195056672039
2174,15.0,4603.7819908941565,4921.338640403316
2175,1.0,4600.0,4500.0
2176,2.0,4455.429708021408,4388.609768673947
2177,3.0,4356.530041128941,4317.932195949118
2178,4.0,4438.31426401255,4272.855348445071
2179,5.0,4486.666004066847,4330.036945774307
2180,6.0,4426.322922293308,4181.343533447775
2181,7.0,4609.096528473401,4296.859188668921
2182,8.0,4468.471454432493,4260.672764179339
2183,9.0,4669.083105418498,4463.340556186171
2184,10.0,4669.251238538198,4393.543259875048
2185,11.0,5073.261823917987,4813.810338463192
2186,12.0,4812.118670783115,4557.963132378832
2187,13.0,4913.276378696428,4634.4338866244425
2188,14.0,4849.527593423987,4586.99798358502
2189,15.0,5328.529888717796,4935.349822058731
2190,1.0,4600.0,4500.0
2191,2.0,4435.537135798254,4546.186280754626
2192,3.0,4579.245606804698,4607.798446086575
2193,4.0,4816.494668625473,4921.2162896569025
2194,5.0,4822.970411138656,4922.112910167832
2195,6.0,5014.405059628053,5069.649029983759
2196,7.0,4749.673780902401,4776.960307164722
2197,8.0,4401.889423613053,4519.67007446235
2198,9.0,4535.900316413823,4668.9745792738595
2199,10.0,4513.330254273846,4743.622922709224
2200,11.0,4625.151678084345,4721.082344238812
2201,12.0,4591.39419184068,4666.682476742196
2202,13.0,4423.340923136647,4491.814224934315
2203,14.0,4742.810613768224,4708.90708296693
2204,15.0,5089.846554914343,4898.639777699789
2205,1.0,4600.0,4500.0
2206,2.0,4614.977456983814,4553.428596397354
2207,3.0,4702.713814636062,4560.195939517633
2208,4.0,4769.125370452315,4679.138662341458
2209,5.0,4460.9942726483005,4426.885640474794
2210,6.0,4840.741828990883,4765.363255652201
2211,7.0,4625.8022367095655,4595.20632657352
2212,8.0,4986.281244805764,4790.8900838104755
2213,9.0,4784.333497339265,4646.86298209213
2214,10.0,4920.505553994208,4881.473233281093
2215,11.0,4818.53758249817,4723.3511757399465
2216,12.0,4645.244887738198,4509.930915602431
2217,13.0,4551.432525897561,4473.163229406549
2218,14.0,4485.538975972687,4489.071344002787
2219,15.0,4856.259573082665,4799.280468967744
2220,1.0,4600.0,4500.0
2221,2.0,4674.963302744982,4503.681950715058
2222,3.0,5202.701263693804,4866.328016183443
2223,4.0,5488.314086188726,5122.765425895669
2224,5.0,5466.806751757656,5208.460489221445
2225,6.0,5552.433673108513,5123.145317362088
2226,7.0,6336.996784748827,5757.811289183952
2227,8.0,6023.579996949232,5388.936741806587
2228,9.0,5509.052494458372,5084.06970568873
2229,10.0,5556.925396701853,5207.695225732821
2230,11.0,5884.6385081876415,5599.665750584332
2231,12.0,6209.528045958301,5730.268980096169
2232,13.0,6027.219666800672,5631.837308074561
2233,14.0,6191.302897524266,5650.958996769675
2234,15.0,7263.021059061832,6449.200076299361
2235,1.0,4600.0,4500.0
2236,2.0,4533.829479149682,4458.453590164862
2237,3.0,4940.644029825967,4892.765393608389
2238,4.0,5176.587272292147,5190.777138227211
2239,5.0,5336.6789812599,5134.988738835452
2240,6.0,5730.456201463273,5201.519437342012
2241,7.0,5618.39859630644,5039.3672873278865
2242,8.0,5911.641977979964,5302.303858133333
2243,9.0,6155.1533295430145,5440.422334991115
2244,10.0,6625.393272429028,5842.746090514814
2245,11.0,6579.188739312196,5743.6248475544535
2246,12.0,6166.287541142552,5324.743945616498
2247,13.0,6094.950808957409,5270.672610367401
2248,14.0,6004.291547308497,5321.350876369511
2249,15.0,5827.568868727916,5307.374553231075
2250,1.0,4600.0,4500.0
2251,2.0,4589.929080829241,4513.756644456268
2252,3.0,4493.125239995869,4477.043484669943
2253,4.0,4700.917983591977,4633.446161895405
2254,5.0,4604.143585787216,4596.058872595672
2255,6.0,4655.988000385997,4710.341766666594
2256,7.0,5193.19632924972,5151.802335476975
2257,8.0,4811.132902648217,4815.474313008696
2258,9.0,4962.132331460651,5022.441078315053
2259,10.0,4980.471272725696,5121.798103184823
2260,11.0,4912.916768174531,5246.79608814937
2261,12.0,4860.208748719115,5164.683436210238
2262,13.0,4900.104533650485,5176.828573254944
2263,14.0,4843.739595266292,5125.306986885072
2264,15.0,4936.5815823631965,5133.945493763076
2265,1.0,4600.0,4500.0
2266,2.0,4341.558462559852,4258.963023413563
2267,3.0,4946.454624389194,4700.435696041567
2268,4.0,5112.383683771352,4849.9013432136735
2269,5.0,4909.6981349725265,4721.542110411797
2270,6.0,5584.570796708967,5217.937569409193
2271,7.0,5097.3185500448335,4913.65569625799
2272,8.0,5377.412200011264,5225.559093377537
2273,9.0,5473.410748604326,5179.211900258188
2274,10.0,5845.804853221345,5250.742074266365
2275,11.0,5886.066707222012,5258.281658079387
2276,12.0,6265.088344985088,5616.456757730249
2277,13.0,6631.381168249559,5835.844671193251
2278,14.0,6166.030653571253,5434.360380221012
2279,15.0,5789.540613572394,5210.560748065236
2280,1.0,4600.0,4500.0
2281,2.0,4516.400662276407,4496.198663892549
2282,3.0,4367.759905317739,4371.790403132378
2283,4.0,4364.295067599261,4292.4364268709605
2284,5.0,4369.029972954828,4216.464134555681
2285,6.0,4324.116454190641,4213.624669808912
2286,7.0,4485.256730209587,4254.208954726099
2287,8.0,4619.524863615899,4426.474482010062
2288,9.0,4330.405276931338,4271.822288449293
2289,10.0,3873.894207818932,4011.157714650997
2290,11.0,4042.0904362488945,4100.961918293752
2291,12.0,3481.4420047236636,3581.2972642779637
2292,13.0,3603.6474360748975,3725.2464230613973
2293,14.0,3735.93722256365,3906.606331432476
2294,15.0,3784.3751114778033,3880.8951649175583
2295,1.0,4600.0,4500.0
2296,2.0,4731.314668979171,4589.217212068457
2297,3.0,4904.669106715352,4691.303550406051
2298,4.0,4773.044549547227,4573.8706960005175
2299,5.0,4869.561016838047,4627.812788645338
2300,6.0,5157.6093260720945,4780.9840116171
2301,7.0,4937.034000951465,4759.311561775911
2302,8.0,5162.886918753709,4912.397735951011
2303,9.0,5101.515419049411,4956.853359606636
2304,10.0,5217.781477967786,5107.865174090507
2305,11.0,5153.73676830866,5181.034056674069
2306,12.0,4838.979457560026,5011.27078281779
2307,13.0,4930.527419496803,4967.540254824294
2308,14.0,4790.329580508802,4848.404272887624
2309,15.0,5005.5280242735535,4995.038568086585
2310,1.0,4600.0,4500.0
2311,2.0,4441.122095105376,4454.2311685202085
2312,3.0,4372.022914602245,4367.11437182489
2313,4.0,4210.9890548219855,4247.193415900835
2314,5.0,4340.366597751826,4346.735153341995
2315,6.0,4470.2299256592805,4407.355204343923
2316,7.0,4738.236404976198,4588.593176648895
2317,8.0,5070.882608250146,4777.206221333667
2318,9.0,5199.173707687238,4949.253761395367
2319,10.0,5087.461057053714,4936.3092112151435
2320,11.0,4815.239817472975,4726.09438743451
2321,12.0,4760.672150401945,4640.580094927894
2322,13.0,4800.882788044854,4686.632693447319
2323,14.0,4481.0844084305245,4391.770303977076
2324,15.0,4398.482245444101,4335.04818018139
2325,1.0,4600.0,4500.0
2326,2.0,4553.107339064645,4499.866514803733
2327,3.0,4331.6700117306855,4376.6298892113155
2328,4.0,4360.656377361145,4294.439248325388
2329,5.0,4832.60456684253,4754.690747772305
2330,6.0,5120.2826580062365,5018.228576112157
2331,7.0,5122.365542938914,5007.042130429033
2332,8.0,4945.900035361659,4884.45979850046
2333,9.0,5014.498895740629,5036.439366793007
2334,10.0,4916.927992988429,4892.659345509882
2335,11.0,5003.6646335832875,4877.940820700131
2336,12.0,4969.924686028114,4952.46581637826
2337,13.0,5058.137319903368,5054.059684920741
2338,14.0,5194.550621884957,5257.130183089187
2339,15.0,5297.581059052919,5417.355360484449
2340,1.0,4600.0,4500.0
2341,2.0,4856.536887506251,4794.140615978571
2342,3.0,5123.394013473608,5078.390186840851
2343,4.0,4908.864782627074,4846.578273490432
2344,5.0,5087.063914409139,4954.0818094513625
2345,6.0,4972.353403086404,4834.735797376288
2346,7.0,5166.109340975449,5023.738872169093
2347,8.0,5017.020473035373,4875.860530537482
2348,9.0,4795.00491006865,4605.282618877596
2349,10.0,4857.271867537024,4641.617502155399
2350,11.0,4687.871349396449,4482.814967380807
2351,12.0,4739.297680791104,4473.6331057689595
2352,13.0,4792.349231927771,4425.776188388894
2353,14.0,4551.682863787453,4126.999350642576
2354,15.0,4691.797699326253,4220.7906350768735
2355,1.0,4600.0,4500.0
2356,2.0,4588.812975590968,4384.9736920957885
2357,3.0,4888.521684760655,4567.876288788695
2358,4.0,4903.028818825461,4659.021895955928
2359,5.0,5197.788115852839,4920.211192661489
2360,6.0,5426.5071255005005,5027.212236333479
2361,7.0,5262.500199646692,4974.89578591378
2362,8.0,5136.268397119017,4990.42660426496
2363,9.0,5075.745088213921,4900.596844380893
2364,10.0,5104.364143840601,5004.375516157667
2365,11.0,4932.181105780161,4875.044529889686
2366,12.0,4963.922565994914,4865.302893216075
2367,13.0,4840.650516013553,4858.146166348356
2368,14.0,5085.097354976732,4927.846329042701
2369,15.0,5122.173136962221,4846.1966282207295
2370,1.0,4600.0,4500.0
2371,2.0,4891.053642402328,4708.964175493365
2372,3.0,5301.2128186417485,5083.095833519361
2373,4.0,5149.294044253881,4952.280291436784
2374,5.0,4922.2171761117925,4713.1632723272505
2375,6.0,5197.581008196094,4997.5575978320385
2376,7.0,5035.381471844806,4722.384172685972
2377,8.0,4735.6387020947395,4497.166901554958
2378,9.0,4592.278331111476,4412.322273712967
2379,10.0,4690.959389518,4526.725654103996
2380,11.0,4963.774891484698,4837.6721135690395
2381,12.0,4554.674267783809,4514.744941849497
2382,13.0,4459.118489688631,4488.561982372155
2383,14.0,4390.741520715355,4513.97005586442
2384,15.0,4484.505735312586,4556.192072143197
2385,1.0,4600.0,4500.0
2386,2.0,4275.804430297095,4224.474265419591
2387,3.0,4398.984189571559,4398.377539154458
2388,4.0,4686.801193984253,4616.260956588316
2389,5.0,4851.153592207218,4819.325062059205
2390,6.0,4650.609436481916,4692.608863755121
2391,7.0,4807.077058878885,4888.209799050597
2392,8.0,4869.695901767141,5003.8521384458145
2393,9.0,4658.764922480332,4829.212067893781
2394,10.0,4790.718545004349,4909.055350976178
2395,11.0,4885.073480912702,5074.938419118793
2396,12.0,4541.9148170428,4763.858146139614
2397,13.0,4711.214345030713,4982.628288729342
2398,14.0,4934.591657606556,5111.023350925215
2399,15.0,4999.2537940731,5180.47142885075
2400,1.0,4600.0,4500.0
2401,2.0,4416.986124522362,4380.772027267967
2402,3.0,4410.345036689454,4343.105547208861
2403,4.0,4383.85962943276,4423.70518715503
2404,5.0,4501.767102845769,4560.019579416642
2405,6.0,4336.458337437133,4452.222319170147
2406,7.0,4424.538677535848,4687.05777443994
2407,8.0,4411.367984752694,4745.823592194082
2408,9.0,4695.302551499754,4992.429525062062
2409,10.0,4193.949772470459,4642.852647467599
2410,11.0,4306.599241105061,4684.964046812501
2411,12.0,4560.715241658965,4975.052144634278
2412,13.0,4781.1103684168265,5203.256982915251
2413,14.0,4846.61296262722,5213.178210995439
2414,15.0,4820.086997933735,5244.8444035092025
2415,1.0,4600.0,4500.0
2416,2.0,4806.478775753043,4630.726814434828
2417,3.0,5135.299899259344,4829.196658601679
2418,4.0,5216.563234820332,4789.46964475954
2419,5.0,5372.256426777173,4967.365224887218
2420,6.0,5195.914708984893,4893.430077365601
2421,7.0,5297.965885364361,5078.332649249673
2422,8.0,6101.899307877081,5581.105385846432
2423,9.0,5929.896150173783,5354.217213444522
2424,10.0,5544.7097427584695,4919.74608044635
2425,11.0,5442.332572959634,4781.841451480625
2426,12.0,5764.945405271645,5007.815528692735
2427,13.0,5686.850831526639,4986.720230860758
2428,14.0,5456.501342796898,4823.49169433505
2429,15.0,5696.056772543389,4957.979381047857
2430,1.0,4600.0,4500.0
2431,2.0,4700.585070059761,4582.817471467526
2432,3.0,4609.794287135007,4570.6958252020495
2433,4.0,4899.973625970608,4762.987422178763
2434,5.0,5270.304197151633,5018.029556500077
2435,6.0,5504.0004711141555,5259.142286065813
2436,7.0,6184.955996156803,5820.017482493994
2437,8.0,5761.536540995149,5547.241686215874
2438,9.0,5818.759999431957,5686.60706339868
2439,10.0,6037.219708623558,5877.53195191155
2440,11.0,6400.407288269753,6187.145115612291
2441,12.0,6070.663479300778,5970.243221353355
2442,13.0,5918.144362121292,5868.018995268674
2443,14.0,6012.863162644302,5793.906578885259
2444,15.0,5768.767841765524,5617.1626803288245
2445,1.0,4600.0,4500.0
2446,2.0,4952.210571584244,4858.278991673521
2447,3.0,4760.3002111374435,4677.67922813456
2448,4.0,4655.882171626967,4711.9539600535545
2449,5.0,5068.501170983363,5188.378783630017
2450,6.0,5405.758516419948,5333.831643220782
2451,7.0,5103.538125247725,5137.200889275827
2452,8.0,5206.5365669813455,5293.966057598569
2453,9.0,5481.477815754146,5613.7000372394605
2454,10.0,5554.034988211372,5821.66996746273
2455,11.0,5437.117442289293,5912.324741803316
2456,12.0,5450.728082558658,5927.253736830626
2457,13.0,5530.49429990589,6007.790690054693
2458,14.0,5593.776272649358,6111.9154224836675
2459,15.0,5362.3003487663655,5973.681552876958
2460,1.0,4600.0,4500.0
2461,2.0,4479.609859625855,4513.528557367261
2462,3.0,4519.377482886181,4556.421070464513
2463,4.0,4631.334461142455,4659.850121676071
2464,5.0,4752.78786119827,4753.420629719344
2465,6.0,4941.351917487043,4929.8450669423455
2466,7.0,5131.605618442379,5164.708400922373
2467,8.0,5202.603624845087,5296.444644423274
2468,9.0,4963.93718963664,5020.277885608531
2469,10.0,5089.031828227113,5085.908835579339
2470,11.0,5321.382857910049,5168.312945586826
2471,12.0,5447.468877632907,5251.455011304588
2472,13.0,5653.792112558913,5583.3172126988
2473,14.0,5680.3398530784325,5587.224634606352
2474,15.0,5967.093823001489,5625.714089188445
2475,1.0,4600.0,4500.0
2476,2.0,4375.849747528934,4310.5691452568035
2477,3.0,4466.118328997728,4469.211162345833
2478,4.0,4308.202980092414,4338.155993770344
2479,5.0,4389.804219267189,4432.135871388498
2480,6.0,4474.9837694468615,4603.826886625175
2481,7.0,4616.742278655007,4730.711671528323
2482,8.0,4507.790505159629,4666.850275695221
2483,9.0,4766.528619579009,4818.163666580515
2484,10.0,5122.169530824007,5128.029017701826
2485,11.0,4886.589926879215,4932.432236299661
2486,12.0,4936.491706610628,5107.706060849838
2487,13.0,5315.367317073344,5376.383869739253
2488,14.0,5198.847382333872,5335.085014051553
2489,15.0,4973.618485226874,5205.964228305385
2490,1.0,4600.0,4500.0
2491,2.0,4641.827791039691,4575.074403772523
2492,3.0,4506.508825741611,4513.929054040013
2493,4.0,4601.797537178885,4521.162224986478
2494,5.0,4840.434452824565,4716.714619030061
2495,6.0,4985.068794325271,4787.59486567093
2496,7.0,4840.89301468855,4782.022264894796
2497,8.0,4925.827101558864,4910.567639545466
2498,9.0,5241.139632173439,5212.439958305245
2499,10.0,5392.939442658327,5253.990055067901
2500,11.0,5669.719508916323,5534.16366644287
2501,12.0,5341.972334803409,5287.521289754016
2502,13.0,5325.527321716253,5303.795782867077
2503,14.0,5551.886066689608,5293.823847970491
2504,15.0,5647.01566682831,5363.159482880568
2505,1.0,4600.0,4500.0
2506,2.0,4780.426539787211,4742.658449809854
2507,3.0,4585.947441801732,4564.296967743959
2508,4.0,4860.539297195224,4763.156291608942
2509,5.0,4810.103241359048,4854.020066723048
2510,6.0,4929.171387210934,5062.357928655735
2511,7.0,4960.03663657692,5050.872635229384
2512,8.0,4863.079232158601,5093.573015965819
2513,9.0,5035.194146322587,5141.522806389531
2514,10.0,4934.974085888157,5171.837745706108
2515,11.0,5144.931405811892,5232.546698059108
2516,12.0,5146.026227426886,5077.832695151623
2517,13.0,5256.823081350608,5230.359448457588
2518,14.0,5009.224649827076,5168.653605720686
2519,15.0,5051.093733486743,5161.187110759037
2520,1.0,4600.0,4500.0
2521,2.0,4495.750430696105,4566.882970729865
2522,3.0,4756.35030810614,4739.923379497043
2523,4.0,4702.258138239759,4719.007697162964
2524,5.0,5099.940803901551,5033.918898060568
2525,6.0,4952.133520290745,4988.3239392082005
2526,7.0,4758.808496701568,4925.007380889433
2527,8.0,4705.564661605629,4876.28769336352
2528,9.0,4663.081881327869,4923.252406425961
2529,10.0,4580.510809560564,4847.387776752159
2530,11.0,4719.07276719412,4864.692516814277
2531,12.0,5042.057442648089,5168.816431175499
2532,13.0,5339.078288098636,5401.532442133305
2533,14.0,5566.737708538611,5595.163815349484
2534,15.0,5720.905875933289,5666.877590951269
2535,1.0,4600.0,4500.0
2536,2.0,4846.391973002498,4530.7610616318525
2537,3.0,5395.203020993857,4929.659876722222
2538,4.0,5760.50327093058,5197.652296827178
2539,5.0,5781.15645786428,5179.438899509787
2540,6.0,5664.560193821407,5134.522493665854
2541,7.0,5096.714968470392,4852.10417551327
2542,8.0,5402.72608400302,5050.352658781088
2543,9.0,5194.846042070065,4967.851453548406
2544,10.0,5588.422448678567,5231.6894155058735
2545,11.0,5619.963240124688,5170.199026058831
2546,12.0,6168.932317004794,5657.278735108328
2547,13.0,6031.916278766982,5551.740264251802
2548,14.0,6243.860692163368,5742.121584710731
2549,15.0,6520.410099095408,6110.515993696938
2550,1.0,4600.0,4500.0
2551,2.0,4545.9308644526745,4465.978573803859
2552,3.0,4426.65194012928,4385.971093374067
2553,4.0,4471.429013965524,4495.146364439089
2554,5.0,4383.193746206667,4439.411991515781
2555,6.0,4494.270945379666,4563.0342744746185
2556,7.0,4457.611482848099,4695.758697449925
2557,8.0,4492.846933517685,4724.185544254681
2558,9.0,4499.442310963245,4820.335632451821
2559,10.0,4478.848714555432,4839.787237012138
2560,11.0,4434.193483968957,4722.048912570339
2561,12.0,4386.651699469276,4636.497853004153
2562,13.0,4096.080231411238,4446.8399807253945
2563,14.0,4159.959620682051,4470.585846200018
2564,15.0,4278.183043884891,4529.0862507529855
2565,1.0,4600.0,4500.0
2566,2.0,4470.05047747428,4363.850777247783
